_id,add_date,collection_date.has_raw_value,community,depth.has_numeric_value,depth.has_raw_value,depth.has_unit,depth2.has_numeric_value,depth2.has_raw_value,depth2.has_unit,description,ecosystem,ecosystem_category,ecosystem_subtype,ecosystem_type,env_broad_scale.has_raw_value,env_local_scale.has_raw_value,env_medium.has_raw_value,geo_loc_name.has_raw_value,habitat,host_name,id,identifier,lat_lon.has_raw_value,lat_lon.latitude,lat_lon.longitude,location,mod_date,name,ncbi_taxonomy_name,nitrate.has_raw_value,nitrate.has_unit,part_of,salinity.has_raw_value,sample_collection_site,specific_ecosystem,temp.has_numeric_value,temp.has_raw_value,temp.has_unit,type
60e840cde9822b255ad94385,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150230,PEATcosm2014_Bin10_30_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Metatranscriptome of peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin10_30_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94386,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150231,PEATcosm2014_Bin11_10_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin11_10_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94387,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150232,PEATcosm2014_Bin11_30_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Metatranscriptome of peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin11_30_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94388,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150233,PEATcosm2014_Bin17_10_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin17_10_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94389,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150234,PEATcosm2014_Bin17_30_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Metatranscriptome of peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin17_30_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9438a,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150235,PEATcosm2014_Bin23_10_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin23_10_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9438b,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150236,PEATcosm2014_Bin23_30_metaT,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Metatranscriptome of peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin23_30_metaT",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9438c,2017-03-10,2014-07-30,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150237,PEATcosm2014_Bin01_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin01_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9438d,2017-03-10,2014-07-30,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150238,PEATcosm2014_Bin01_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin01_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9438e,2017-03-10,2014-07-30,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150239,PEATcosm2014_Bin01_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin01_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9438f,2017-03-10,2014-07-30,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150240,PEATcosm2014_Bin02_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin02_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94390,2017-03-10,2014-07-30,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150241,PEATcosm2014_Bin02_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin02_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94391,2017-03-10,2014-07-30,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150242,PEATcosm2014_Bin02_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin02_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94392,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150243,PEATcosm2014_Bin05_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin05_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94393,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150244,PEATcosm2014_Bin05_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin05_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94394,2017-03-10,2014-07-28,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150245,PEATcosm2014_Bin05_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin05_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94395,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150246,PEATcosm2014_Bin06_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin06_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94396,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150247,PEATcosm2014_Bin06_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin06_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94397,2017-03-10,2014-07-28,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150248,PEATcosm2014_Bin06_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin06_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94398,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150249,PEATcosm2014_Bin10_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin10_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad94399,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150250,PEATcosm2014_Bin10_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin10_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9439a,2017-03-10,2014-07-28,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150251,PEATcosm2014_Bin10_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin10_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9439b,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150252,PEATcosm2014_Bin11_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin11_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9439c,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150253,PEATcosm2014_Bin11_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin11_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9439d,2017-03-10,2014-07-28,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150254,PEATcosm2014_Bin11_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin11_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9439e,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150255,PEATcosm2014_Bin17_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin17_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad9439f,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150256,PEATcosm2014_Bin17_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin17_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad943a0,2017-03-10,2014-07-28,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150257,PEATcosm2014_Bin17_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin17_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad943a1,2017-03-10,2014-07-28,microbial communities,0.1,0.1,meter,0.2,0.2,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150258,PEATcosm2014_Bin23_10_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin23_10_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 10-20cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad943a2,2017-03-10,2014-07-28,microbial communities,0.3,0.3,meter,0.4,0.4,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150259,PEATcosm2014_Bin23_30_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin23_30_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 30-40cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad943a3,2017-03-10,2014-07-28,microbial communities,0.6,0.6,meter,0.7,0.7,meter,"Peatland microbial communities from PEATcosm Experiment in MTU Mesocosm Facility, Houghton",Environmental,Terrestrial,Peat,Soil,ENVO:00000446,ENVO:00000044,ENVO:00005774,USA: Michigan,Bog,,gold:Gb0150260,PEATcosm2014_Bin23_60_metaG,47.1149 -88.5476,47.1149,-88.5476,"MTU Mesocosm Facility, Houghton",2021-06-16,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin23_60_metaG",wetland metagenome,,,"[""gold:Gs0110138""]",,Peat 60-70cm depth,Bog,,,,nmdc:Biosample
60e840cde9822b255ad943a4,2017-03-10,2014-10-20,viral communities,2000,2000.0,meter,,,,"Deep subsurface shale carbon reservoirviral communities from fracking fluids in Ohio, USA",Environmental,Terrestrial,Shale gas reservoir,Deep subsurface,ENVO:00000446,ENVO:01000941,ENVO:00002194,USA: Ohio,Deep subsurface,,gold:Gb0150262,WG14 viral induction ssDNA,40.178 -81.073,40.178,-81.073,"Appalachian Basin, Ohio, USA",2021-06-17,"Lab enriched deep subsurface shale carbon reservoir viral communities from Ohio, USA - WG14 viral induction ssDNA",subsurface metagenome,below detection,detection,"[""gold:Gs0114675""]",15%,Deep subsurface,Flow back/Produced fluids,40,40.0,Celsius,nmdc:Biosample
60e840cde9822b255ad943a5,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, control, no incubation, no C amendment, aerobic conditions",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150422,timezero.00C.oxic.00.000.000,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - timezero.00C.oxic.00.000.000",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943a6,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, control, no incubation, no C amendment, aerobic conditions",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150423,timezero.00C.oxic.00.000.00H,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - timezero.00C.oxic.00.000.00H",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943a7,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, 44 days of incubation with ryegrass amendment (10% of native soil C), fluctuating 4 days anoxic (N2 gas) and 4 days oxic (21% O2) regime",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150424,flux4day.12C.oxic.44.000.172,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - flux4day.12C.oxic.44.000.172",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943a8,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, 44 days of incubation with ryegrass amendment (10% of native soil C), fluctuating 4 days anoxic (N2 gas) and 4 days oxic (21% O2) regime",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150425,flux4day.12C.oxic.44.000.170,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - flux4day.12C.oxic.44.000.170",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943a9,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, 44 days of incubation with ryegrass amendment (10% of native soil C), static oxic conditions (21% O2)",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150426,statoxic.12C.oxic.44.000.080,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - statoxic.12C.oxic.44.000.080",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943aa,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, 44 days of incubation with ryegrass amendment (10% of native soil C), static oxic conditions (21% O2)",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150427,statoxic.12C.oxic.44.000.082,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - statoxic.12C.oxic.44.000.082",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943ab,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, 44 days of incubation with ryegrass amendment (10% of native soil C), static anoxic conditions (N2 gas)",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150428,statanox.12C.anox.44.000.108,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - statanox.12C.anox.44.000.108",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
60e840cde9822b255ad943ac,2017-03-17,2016-01-26,microbial communities,0,0.0,meter,,,,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, 44 days of incubation with ryegrass amendment (10% of native soil C), static anoxic conditions (N2 gas)",Environmental,Terrestrial,Unclassified,Soil,ENVO:01000174,ENVO:01001803,ENVO:00005778,Puerto Rico: Rio Grande,Soil,,gold:Gb0150429,statanox.12C.anox.44.000.111,18.321 -65.8172,18.321,-65.8172,"El Verde, Luquillo Experimental Forest",2021-06-16,"Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - statanox.12C.anox.44.000.111",soil metagenome,,,"[""gold:Gs0128850""]",,Lab microcosm,Forest Soil,,,,nmdc:Biosample
