class	slot	required	recommended
human-associated MIGS bacteria	host_occupation	False	
human-associated MIGS bacteria	pet_farm_animal	False	
human-associated MIGS bacteria	travel_out_six_month	False	
human-associated MIGS bacteria	twin_sibling	False	
human-associated MIGS bacteria	medic_hist_perform	False	
human-associated MIGS bacteria	study_complt_stat	False	
human-associated MIGS bacteria	pulmonary_disord	False	
human-associated MIGS bacteria	nose_throat_disord	False	
human-associated MIGS bacteria	blood_blood_disord	False	
human-associated MIGS bacteria	host_pulse	False	
human-associated MIGS bacteria	gestation_state	False	
human-associated MIGS bacteria	maternal_health_stat	False	
human-associated MIGS bacteria	foetal_health_stat	False	
human-associated MIGS bacteria	amniotic_fluid_color	False	
human-associated MIGS bacteria	kidney_disord	False	
human-associated MIGS bacteria	urogenit_tract_disor	False	
human-associated MIGS bacteria	urine_collect_meth	False	
human-associated MIGS bacteria	perturbation	False	
human-associated MIGS bacteria	samp_salinity	False	
human-associated MIGS bacteria	salinity	False	
human-associated MIGS bacteria	oxy_stat_samp	False	
human-associated MIGS bacteria	organism_count	False	
human-associated MIGS bacteria	samp_store_temp	False	
human-associated MIGS bacteria	samp_store_dur	False	
human-associated MIGS bacteria	host_symbiont	False	
human-associated MIGS bacteria	samp_store_loc	False	
human-associated MIGS bacteria	misc_param	False	
human-associated MIGS plant	submitted_to_insdc	True	
human-associated MIGS plant	investigation_type	True	
human-associated MIGS plant	samp_name	True	
human-associated MIGS plant	samp_taxon_id	True	
human-associated MIGS plant	project_name	True	
human-associated MIGS plant	experimental_factor	False	
human-associated MIGS plant	lat_lon	True	
human-associated MIGS plant	geo_loc_name	True	
human-associated MIGS plant	collection_date	True	
human-associated MIGS plant	env_broad_scale	True	
human-associated MIGS plant	env_local_scale	True	
human-associated MIGS plant	env_medium	True	
human-associated MIGS plant	env_package		True
human-associated MIGS plant	subspecf_gen_lin		True
human-associated MIGS plant	estimated_size	False	
human-associated MIGS plant	ref_biomaterial	False	
human-associated MIGS plant	source_mat_id		True
human-associated MIGS plant	specific_host		True
human-associated MIGS plant	host_spec_range	False	
human-associated MIGS plant	propagation	True	
human-associated MIGS plant	encoded_traits		True
human-associated MIGS plant	isol_growth_condt	True	
human-associated MIGS plant	samp_collec_device	False	
human-associated MIGS plant	samp_collec_method	False	
human-associated MIGS plant	samp_mat_process	False	
human-associated MIGS plant	samp_size	False	
human-associated MIGS plant	samp_vol_we_dna_ext	False	
human-associated MIGS plant	nucl_acid_ext		True
human-associated MIGS plant	nucl_acid_amp		True
human-associated MIGS plant	lib_size	False	
human-associated MIGS plant	lib_reads_seqd	False	
human-associated MIGS plant	lib_layout	False	
human-associated MIGS plant	lib_vector	False	
human-associated MIGS plant	lib_screen	False	
human-associated MIGS plant	adapters		True
human-associated MIGS plant	seq_meth	True	
human-associated MIGS plant	tax_ident		True
human-associated MIGS plant	assembly_qual	False	
human-associated MIGS plant	assembly_name		True
human-associated MIGS plant	assembly_software	True	
human-associated MIGS plant	annot		True
human-associated MIGS plant	number_contig	False	
human-associated MIGS plant	feat_pred	False	
human-associated MIGS plant	ref_db	False	
human-associated MIGS plant	sim_search_meth	False	
human-associated MIGS plant	tax_class	False	
human-associated MIGS plant	compl_score	False	
human-associated MIGS plant	compl_software	False	
human-associated MIGS plant	associated resource		True
human-associated MIGS plant	sop		True
human-associated MIGS plant	depth		
human-associated MIGS plant	alt		
human-associated MIGS plant	elev		
human-associated MIGS plant	temp	False	
human-associated MIGS plant	host_subject_id	False	
human-associated MIGS plant	host_age	False	
human-associated MIGS plant	host_sex	False	
human-associated MIGS plant	ihmc_medication_code	False	
human-associated MIGS plant	chem_administration	False	
human-associated MIGS plant	host_body_site	False	
human-associated MIGS plant	host_body_product	False	
human-associated MIGS plant	host_tot_mass	False	
human-associated MIGS plant	host_height	False	
human-associated MIGS plant	host_diet	False	
human-associated MIGS plant	host_last_meal	False	
human-associated MIGS plant	host_family_relation	False	
human-associated MIGS plant	host_genotype	False	
human-associated MIGS plant	host_phenotype	False	
human-associated MIGS plant	host_body_temp	False	
human-associated MIGS plant	smoker	False	
human-associated MIGS plant	host_hiv_stat	False	
human-associated MIGS plant	drug_usage	False	
human-associated MIGS plant	host_body_mass_index	False	
human-associated MIGS plant	diet_last_six_month	False	
human-associated MIGS plant	weight_loss_3_month	False	
human-associated MIGS plant	ethnicity	False	
human-associated MIGS plant	host_occupation	False	
human-associated MIGS plant	pet_farm_animal	False	
human-associated MIGS plant	travel_out_six_month	False	
human-associated MIGS plant	twin_sibling	False	
human-associated MIGS plant	medic_hist_perform	False	
human-associated MIGS plant	study_complt_stat	False	
human-associated MIGS plant	pulmonary_disord	False	
human-associated MIGS plant	nose_throat_disord	False	
human-associated MIGS plant	blood_blood_disord	False	
human-associated MIGS plant	host_pulse	False	
human-associated MIGS plant	gestation_state	False	
human-associated MIGS plant	maternal_health_stat	False	
human-associated MIGS plant	foetal_health_stat	False	
human-associated MIGS plant	amniotic_fluid_color	False	
human-associated MIGS plant	kidney_disord	False	
human-associated MIGS plant	urogenit_tract_disor	False	
human-associated MIGS plant	urine_collect_meth	False	
human-associated MIGS plant	perturbation	False	
human-associated MIGS plant	samp_salinity	False	
human-associated MIGS plant	salinity	False	
human-associated MIGS plant	oxy_stat_samp	False	
human-associated MIGS plant	organism_count	False	
human-associated MIGS plant	samp_store_temp	False	
human-associated MIGS plant	samp_store_dur	False	
human-associated MIGS plant	host_symbiont	False	
human-associated MIGS plant	samp_store_loc	False	
human-associated MIGS plant	misc_param	False	
human-associated MIGS virus	submitted_to_insdc	True	
human-associated MIGS virus	investigation_type	True	
human-associated MIGS virus	samp_name	True	
human-associated MIGS virus	samp_taxon_id	True	
human-associated MIGS virus	project_name	True	
human-associated MIGS virus	experimental_factor	False	
human-associated MIGS virus	lat_lon	True	
human-associated MIGS virus	geo_loc_name	True	
human-associated MIGS virus	collection_date	True	
human-associated MIGS virus	env_broad_scale	True	
human-associated MIGS virus	env_local_scale	True	
human-associated MIGS virus	env_medium	True	
human-associated MIGS virus	env_package		True
human-associated MIGS virus	subspecf_gen_lin		True
human-associated MIGS virus	num_replicons		True
human-associated MIGS virus	estimated_size	False	
human-associated MIGS virus	ref_biomaterial	False	
human-associated MIGS virus	source_mat_id		True
human-associated MIGS virus	pathogenicity		True
human-associated MIGS virus	biotic_relationship	False	
human-associated MIGS virus	specific_host		True
human-associated MIGS virus	host_spec_range		True
human-associated MIGS virus	health_disease_stat		True
human-associated MIGS virus	host_disease_stat	False	True
human-associated MIGS virus	propagation	True	
human-associated MIGS virus	encoded_traits		True
human-associated MIGS virus	isol_growth_condt	True	
human-associated MIGS virus	samp_collec_device	False	
human-associated MIGS virus	samp_collec_method	False	
human-associated MIGS virus	samp_mat_process	False	
human-associated MIGS virus	samp_size	False	
human-associated MIGS virus	samp_vol_we_dna_ext	False	
human-associated MIGS virus	virus_enrich_appr		True
human-associated MIGS virus	nucl_acid_ext		True
human-associated MIGS virus	nucl_acid_amp		True
human-associated MIGS virus	lib_size	False	
human-associated MIGS virus	lib_reads_seqd	False	
human-associated MIGS virus	lib_layout	False	
human-associated MIGS virus	lib_vector	False	
human-associated MIGS virus	lib_screen	False	
human-associated MIGS virus	adapters		True
human-associated MIGS virus	seq_meth	True	
human-associated MIGS virus	tax_ident		True
human-associated MIGS virus	assembly_qual	False	
human-associated MIGS virus	assembly_name		True
human-associated MIGS virus	assembly_software	True	
human-associated MIGS virus	annot		True
human-associated MIGS virus	number_contig	False	
human-associated MIGS virus	feat_pred	False	
human-associated MIGS virus	ref_db	False	
human-associated MIGS virus	sim_search_meth	False	
human-associated MIGS virus	tax_class	False	
human-associated MIGS virus	compl_score	False	
human-associated MIGS virus	compl_software	False	
human-associated MIGS virus	associated resource		True
human-associated MIGS virus	sop		True
human-associated MIGS virus	depth		
human-associated MIGS virus	alt		
human-associated MIGS virus	elev		
human-associated MIGS virus	temp	False	
human-associated MIGS virus	host_subject_id	False	
human-associated MIGS virus	host_age	False	
human-associated MIGS virus	host_sex	False	
human-associated MIGS virus	ihmc_medication_code	False	
human-associated MIGS virus	chem_administration	False	
human-associated MIGS virus	host_body_site	False	
human-associated MIGS virus	host_body_product	False	
human-associated MIGS virus	host_tot_mass	False	
human-associated MIGS virus	host_height	False	
human-associated MIGS virus	host_diet	False	
human-associated MIGS virus	host_last_meal	False	
human-associated MIGS virus	host_family_relation	False	
human-associated MIGS virus	host_genotype	False	
human-associated MIGS virus	host_phenotype	False	
human-associated MIGS virus	host_body_temp	False	
human-associated MIGS virus	smoker	False	
human-associated MIGS virus	host_hiv_stat	False	
human-associated MIGS virus	drug_usage	False	
human-associated MIGS virus	host_body_mass_index	False	
human-associated MIGS virus	diet_last_six_month	False	
human-associated MIGS virus	weight_loss_3_month	False	
human-associated MIGS virus	ethnicity	False	
human-associated MIGS virus	host_occupation	False	
human-associated MIGS virus	pet_farm_animal	False	
human-associated MIGS virus	travel_out_six_month	False	
human-associated MIGS virus	twin_sibling	False	
human-associated MIGS virus	medic_hist_perform	False	
human-associated MIGS virus	study_complt_stat	False	
human-associated MIGS virus	pulmonary_disord	False	
human-associated MIGS virus	nose_throat_disord	False	
human-associated MIGS virus	blood_blood_disord	False	
human-associated MIGS virus	host_pulse	False	
human-associated MIGS virus	gestation_state	False	
human-associated MIGS virus	maternal_health_stat	False	
human-associated MIGS virus	foetal_health_stat	False	
human-associated MIGS virus	amniotic_fluid_color	False	
human-associated MIGS virus	kidney_disord	False	
human-associated MIGS virus	urogenit_tract_disor	False	
human-associated MIGS virus	urine_collect_meth	False	
human-associated MIGS virus	perturbation	False	
human-associated MIGS virus	samp_salinity	False	
human-associated MIGS virus	salinity	False	
human-associated MIGS virus	oxy_stat_samp	False	
human-associated MIGS virus	organism_count	False	
human-associated MIGS virus	samp_store_temp	False	
human-associated MIGS virus	samp_store_dur	False	
human-associated MIGS virus	host_symbiont	False	
human-associated MIGS virus	samp_store_loc	False	
human-associated MIGS virus	misc_param	False	
human-associated MIGS org	submitted_to_insdc	True	
human-associated MIGS org	investigation_type	True	
human-associated MIGS org	samp_name	True	
human-associated MIGS org	samp_taxon_id	True	
human-associated MIGS org	project_name	True	
human-associated MIGS org	experimental_factor	False	
human-associated MIGS org	lat_lon	True	
human-associated MIGS org	geo_loc_name	True	
human-associated MIGS org	collection_date	True	
human-associated MIGS org	env_broad_scale	True	
human-associated MIGS org	env_local_scale	True	
human-associated MIGS org	env_medium	True	
human-associated MIGS org	env_package		True
human-associated MIGS org	subspecf_gen_lin		True
human-associated MIGS org	extrachrom_elements		True
human-associated MIGS org	estimated_size	False	
human-associated MIGS org	ref_biomaterial	False	
human-associated MIGS org	source_mat_id		True
human-associated MIGS org	isol_growth_condt	True	
human-associated MIGS org	samp_collec_device	False	
human-associated MIGS org	samp_collec_method	False	
human-associated MIGS org	samp_mat_process	False	
human-associated MIGS org	samp_size	False	
human-associated MIGS org	samp_vol_we_dna_ext	False	
human-associated MIGS org	nucl_acid_ext		True
human-associated MIGS org	nucl_acid_amp		True
human-associated MIGS org	lib_size	False	
human-associated MIGS org	lib_reads_seqd	False	
human-associated MIGS org	lib_layout	False	
human-associated MIGS org	lib_vector	False	
human-associated MIGS org	lib_screen	False	
human-associated MIGS org	adapters		True
human-associated MIGS org	seq_meth	True	
human-associated MIGS org	tax_ident		True
human-associated MIGS org	assembly_qual	False	
human-associated MIGS org	assembly_name		True
human-associated MIGS org	assembly_software	True	
human-associated MIGS org	annot		True
human-associated MIGS org	number_contig	False	
human-associated MIGS org	feat_pred	False	
human-associated MIGS org	ref_db	False	
human-associated MIGS org	sim_search_meth	False	
human-associated MIGS org	tax_class	False	
human-associated MIGS org	compl_score	False	
human-associated MIGS org	compl_software	False	
human-associated MIGS org	associated resource		True
human-associated MIGS org	sop		True
human-associated MIGS org	depth		
human-associated MIGS org	alt		
human-associated MIGS org	elev		
human-associated MIGS org	temp	False	
human-associated MIGS org	host_subject_id	False	
human-associated MIGS org	host_age	False	
human-associated MIGS org	host_sex	False	
human-associated MIGS org	ihmc_medication_code	False	
human-associated MIGS org	chem_administration	False	
human-associated MIGS org	host_body_site	False	
human-associated MIGS org	host_body_product	False	
human-associated MIGS org	host_tot_mass	False	
human-associated MIGS org	host_height	False	
human-associated MIGS org	host_diet	False	
human-associated MIGS org	host_last_meal	False	
human-associated MIGS org	host_family_relation	False	
human-associated MIGS org	host_genotype	False	
human-associated MIGS org	host_phenotype	False	
human-associated MIGS org	host_body_temp	False	
human-associated MIGS org	smoker	False	
human-associated MIGS org	host_hiv_stat	False	
human-associated MIGS org	drug_usage	False	
human-associated MIGS org	host_body_mass_index	False	
human-associated MIGS org	diet_last_six_month	False	
human-associated MIGS org	weight_loss_3_month	False	
human-associated MIGS org	ethnicity	False	
human-associated MIGS org	host_occupation	False	
human-associated MIGS org	pet_farm_animal	False	
human-associated MIGS org	travel_out_six_month	False	
human-associated MIGS org	twin_sibling	False	
human-associated MIGS org	medic_hist_perform	False	
human-associated MIGS org	study_complt_stat	False	
human-associated MIGS org	pulmonary_disord	False	
human-associated MIGS org	nose_throat_disord	False	
human-associated MIGS org	blood_blood_disord	False	
human-associated MIGS org	host_pulse	False	
human-associated MIGS org	gestation_state	False	
human-associated MIGS org	maternal_health_stat	False	
human-associated MIGS org	foetal_health_stat	False	
human-associated MIGS org	amniotic_fluid_color	False	
human-associated MIGS org	kidney_disord	False	
human-associated MIGS org	urogenit_tract_disor	False	
human-associated MIGS org	urine_collect_meth	False	
human-associated MIGS org	perturbation	False	
human-associated MIGS org	samp_salinity	False	
human-associated MIGS org	salinity	False	
human-associated MIGS org	oxy_stat_samp	False	
human-associated MIGS org	organism_count	False	
human-associated MIGS org	samp_store_temp	False	
human-associated MIGS org	samp_store_dur	False	
human-associated MIGS org	host_symbiont	False	
human-associated MIGS org	samp_store_loc	False	
human-associated MIGS org	misc_param	False	
human-associated ME	submitted_to_insdc	True	
human-associated ME	investigation_type	True	
human-associated ME	samp_name	True	
human-associated ME	samp_taxon_id	True	
human-associated ME	project_name	True	
human-associated ME	experimental_factor		True
human-associated ME	lat_lon	True	
human-associated ME	geo_loc_name	True	
human-associated ME	collection_date	True	
human-associated ME	env_broad_scale	True	
human-associated ME	env_local_scale	True	
human-associated ME	env_medium	True	
human-associated ME	env_package		True
human-associated ME	ref_biomaterial	False	
human-associated ME	source_mat_id		True
human-associated ME	rel_to_oxygen	False	
human-associated ME	samp_collec_device		True
human-associated ME	samp_collec_method		True
human-associated ME	samp_mat_process		True
human-associated ME	size_frac	False	
human-associated ME	samp_size		True
human-associated ME	samp_vol_we_dna_ext	False	
human-associated ME	nucl_acid_ext		True
human-associated ME	nucl_acid_amp		True
human-associated ME	lib_size		True
human-associated ME	lib_reads_seqd		True
human-associated ME	lib_layout		True
human-associated ME	lib_vector		True
human-associated ME	lib_screen		True
human-associated ME	mid		True
human-associated ME	adapters		True
human-associated ME	seq_meth	True	
human-associated ME	assembly_qual		True
human-associated ME	assembly_name		True
human-associated ME	assembly_software		True
human-associated ME	annot		True
human-associated ME	number_contig		True
human-associated ME	feat_pred	False	
human-associated ME	ref_db	False	
human-associated ME	sim_search_meth	False	
human-associated ME	tax_class	False	
human-associated ME	associated resource		True
human-associated ME	sop		True
human-associated ME	depth		
human-associated ME	alt		
human-associated ME	elev		
human-associated ME	temp	False	
human-associated ME	host_subject_id	False	
human-associated ME	host_age	False	
human-associated ME	host_sex	False	
human-associated ME	ihmc_medication_code	False	
human-associated ME	chem_administration	False	
human-associated ME	host_body_site	False	
human-associated ME	host_body_product	False	
human-associated ME	host_tot_mass	False	
human-associated ME	host_height	False	
human-associated ME	host_diet	False	
human-associated ME	host_last_meal	False	
human-associated ME	host_family_relation	False	
human-associated ME	host_genotype	False	
human-associated ME	host_phenotype	False	
human-associated ME	host_body_temp	False	
human-associated ME	smoker	False	
human-associated ME	host_hiv_stat	False	
human-associated ME	drug_usage	False	
human-associated ME	host_body_mass_index	False	
human-associated ME	diet_last_six_month	False	
human-associated ME	weight_loss_3_month	False	
human-associated ME	ethnicity	False	
human-associated ME	host_occupation	False	
human-associated ME	pet_farm_animal	False	
human-associated ME	travel_out_six_month	False	
human-associated ME	twin_sibling	False	
human-associated ME	medic_hist_perform	False	
human-associated ME	study_complt_stat	False	
human-associated ME	pulmonary_disord	False	
human-associated ME	nose_throat_disord	False	
human-associated ME	blood_blood_disord	False	
human-associated ME	host_pulse	False	
human-associated ME	gestation_state	False	
human-associated ME	maternal_health_stat	False	
human-associated ME	foetal_health_stat	False	
human-associated ME	amniotic_fluid_color	False	
human-associated ME	kidney_disord	False	
human-associated ME	urogenit_tract_disor	False	
human-associated ME	urine_collect_meth	False	
human-associated ME	perturbation	False	
human-associated ME	samp_salinity	False	
human-associated ME	salinity	False	
human-associated ME	oxy_stat_samp	False	
human-associated ME	organism_count	False	
human-associated ME	samp_store_temp	False	
human-associated ME	samp_store_dur	False	
human-associated ME	host_symbiont	False	
human-associated ME	samp_store_loc	False	
human-associated ME	misc_param	False	
human-associated MIMARKS specimen	submitted_to_insdc	True	
human-associated MIMARKS specimen	investigation_type	True	
human-associated MIMARKS specimen	samp_name	True	
human-associated MIMARKS specimen	samp_taxon_id	True	
human-associated MIMARKS specimen	project_name	True	
human-associated MIMARKS specimen	experimental_factor		True
human-associated MIMARKS specimen	lat_lon	True	
human-associated MIMARKS specimen	geo_loc_name	True	
human-associated MIMARKS specimen	collection_date	True	
human-associated MIMARKS specimen	env_broad_scale	True	
human-associated MIMARKS specimen	env_local_scale	True	
human-associated MIMARKS specimen	env_medium	True	
human-associated MIMARKS specimen	env_package		True
human-associated MIMARKS specimen	source_mat_id		True
human-associated MIMARKS specimen	rel_to_oxygen	False	
human-associated MIMARKS specimen	samp_collec_device		True
human-associated MIMARKS specimen	samp_collec_method		True
human-associated MIMARKS specimen	samp_mat_process		True
human-associated MIMARKS specimen	size_frac	False	
human-associated MIMARKS specimen	samp_size		True
human-associated MIMARKS specimen	samp_vol_we_dna_ext	False	
human-associated MIMARKS specimen	nucl_acid_ext		True
human-associated MIMARKS specimen	nucl_acid_amp		True
human-associated MIMARKS specimen	lib_size		True
human-associated MIMARKS specimen	lib_reads_seqd		True
human-associated MIMARKS specimen	lib_layout		True
human-associated MIMARKS specimen	lib_vector		True
human-associated MIMARKS specimen	lib_screen		True
human-associated MIMARKS specimen	target_gene	True	
human-associated MIMARKS specimen	target_subfragment		True
human-associated MIMARKS specimen	pcr_primers		True
human-associated MIMARKS specimen	mid		True
human-associated MIMARKS specimen	adapters		True
human-associated MIMARKS specimen	pcr_cond		True
human-associated MIMARKS specimen	seq_meth	True	
human-associated MIMARKS specimen	seq_quality_check		True
human-associated MIMARKS specimen	chimera_check		True
human-associated MIMARKS specimen	assembly_software		True
human-associated MIMARKS specimen	associated resource		True
human-associated MIMARKS specimen	sop		True
human-associated MIMARKS specimen	depth		
human-associated MIMARKS specimen	alt		
human-associated MIMARKS specimen	elev		
human-associated MIMARKS specimen	temp	False	
human-associated MIMARKS specimen	host_subject_id	False	
human-associated MIMARKS specimen	host_age	False	
human-associated MIMARKS specimen	host_sex	False	
human-associated MIMARKS specimen	ihmc_medication_code	False	
human-associated MIMARKS specimen	chem_administration	False	
human-associated MIMARKS specimen	host_body_site	False	
human-associated MIMARKS specimen	host_body_product	False	
human-associated MIMARKS specimen	host_tot_mass	False	
human-associated MIMARKS specimen	host_height	False	
human-associated MIMARKS specimen	host_diet	False	
human-associated MIMARKS specimen	host_last_meal	False	
human-associated MIMARKS specimen	host_family_relation	False	
human-associated MIMARKS specimen	host_genotype	False	
human-associated MIMARKS specimen	host_phenotype	False	
human-associated MIMARKS specimen	host_body_temp	False	
human-associated MIMARKS specimen	smoker	False	
human-associated MIMARKS specimen	host_hiv_stat	False	
human-associated MIMARKS specimen	drug_usage	False	
human-associated MIMARKS specimen	host_body_mass_index	False	
human-associated MIMARKS specimen	diet_last_six_month	False	
human-associated MIMARKS specimen	weight_loss_3_month	False	
human-associated MIMARKS specimen	ethnicity	False	
human-associated MIMARKS specimen	host_occupation	False	
human-associated MIMARKS specimen	pet_farm_animal	False	
human-associated MIMARKS specimen	travel_out_six_month	False	
human-associated MIMARKS specimen	twin_sibling	False	
human-associated MIMARKS specimen	medic_hist_perform	False	
human-associated MIMARKS specimen	study_complt_stat	False	
human-associated MIMARKS specimen	pulmonary_disord	False	
human-associated MIMARKS specimen	nose_throat_disord	False	
human-associated MIMARKS specimen	blood_blood_disord	False	
human-associated MIMARKS specimen	host_pulse	False	
human-associated MIMARKS specimen	gestation_state	False	
human-associated MIMARKS specimen	maternal_health_stat	False	
human-associated MIMARKS specimen	foetal_health_stat	False	
human-associated MIMARKS specimen	amniotic_fluid_color	False	
human-associated MIMARKS specimen	kidney_disord	False	
human-associated MIMARKS specimen	urogenit_tract_disor	False	
human-associated MIMARKS specimen	urine_collect_meth	False	
human-associated MIMARKS specimen	perturbation	False	
human-associated MIMARKS specimen	samp_salinity	False	
human-associated MIMARKS specimen	salinity	False	
human-associated MIMARKS specimen	oxy_stat_samp	False	
human-associated MIMARKS specimen	organism_count	False	
human-associated MIMARKS specimen	samp_store_temp	False	
human-associated MIMARKS specimen	samp_store_dur	False	
human-associated MIMARKS specimen	host_symbiont	False	
human-associated MIMARKS specimen	samp_store_loc	False	
human-associated MIMARKS specimen	misc_param	False	
human-associated MIMARKS survey	submitted_to_insdc	True	
human-associated MIMARKS survey	investigation_type	True	
human-associated MIMARKS survey	samp_name	True	
human-associated MIMARKS survey	samp_taxon_id	True	
human-associated MIMARKS survey	project_name	True	
human-associated MIMARKS survey	experimental_factor	False	
human-associated MIMARKS survey	lat_lon	True	
human-associated MIMARKS survey	geo_loc_name	True	
human-associated MIMARKS survey	collection_date	True	
human-associated MIMARKS survey	env_broad_scale	True	
human-associated MIMARKS survey	env_local_scale	True	
human-associated MIMARKS survey	env_medium	True	
human-associated MIMARKS survey	env_package		True
human-associated MIMARKS survey	subspecf_gen_lin		True
human-associated MIMARKS survey	extrachrom_elements	False	
human-associated MIMARKS survey	source_mat_id		True
human-associated MIMARKS survey	biotic_relationship		True
human-associated MIMARKS survey	trophic_level		True
human-associated MIMARKS survey	rel_to_oxygen		True
human-associated MIMARKS survey	isol_growth_condt	True	
human-associated MIMARKS survey	samp_collec_device	False	
human-associated MIMARKS survey	samp_collec_method	False	
human-associated MIMARKS survey	samp_mat_process		True
human-associated MIMARKS survey	samp_size	False	
human-associated MIMARKS survey	samp_vol_we_dna_ext	False	
human-associated MIMARKS survey	nucl_acid_ext		True
human-associated MIMARKS survey	nucl_acid_amp		True
human-associated MIMARKS survey	target_gene	True	
human-associated MIMARKS survey	target_subfragment		True
human-associated MIMARKS survey	pcr_primers		True
human-associated MIMARKS survey	pcr_cond		True
human-associated MIMARKS survey	seq_meth	True	
human-associated MIMARKS survey	seq_quality_check		True
human-associated MIMARKS survey	chimera_check		True
human-associated MIMARKS survey	associated resource		True
human-associated MIMARKS survey	sop		True
human-associated MIMARKS survey	depth		
human-associated MIMARKS survey	alt		
human-associated MIMARKS survey	elev		
human-associated MIMARKS survey	temp	False	
human-associated MIMARKS survey	host_subject_id	False	
human-associated MIMARKS survey	host_age	False	
human-associated MIMARKS survey	host_sex	False	
human-associated MIMARKS survey	ihmc_medication_code	False	
human-associated MIMARKS survey	chem_administration	False	
human-associated MIMARKS survey	host_body_site	False	
human-associated MIMARKS survey	host_body_product	False	
human-associated MIMARKS survey	host_tot_mass	False	
human-associated MIMARKS survey	host_height	False	
human-associated MIMARKS survey	host_diet	False	
human-associated MIMARKS survey	host_last_meal	False	
human-associated MIMARKS survey	host_family_relation	False	
human-associated MIMARKS survey	host_genotype	False	
human-associated MIMARKS survey	host_phenotype	False	
human-associated MIMARKS survey	host_body_temp	False	
human-associated MIMARKS survey	smoker	False	
human-associated MIMARKS survey	host_hiv_stat	False	
human-associated MIMARKS survey	drug_usage	False	
human-associated MIMARKS survey	host_body_mass_index	False	
human-associated MIMARKS survey	diet_last_six_month	False	
human-associated MIMARKS survey	weight_loss_3_month	False	
human-associated MIMARKS survey	ethnicity	False	
human-associated MIMARKS survey	host_occupation	False	
human-associated MIMARKS survey	pet_farm_animal	False	
human-associated MIMARKS survey	travel_out_six_month	False	
human-associated MIMARKS survey	twin_sibling	False	
human-associated MIMARKS survey	medic_hist_perform	False	
human-associated MIMARKS survey	study_complt_stat	False	
human-associated MIMARKS survey	pulmonary_disord	False	
human-associated MIMARKS survey	nose_throat_disord	False	
human-associated MIMARKS survey	blood_blood_disord	False	
human-associated MIMARKS survey	host_pulse	False	
human-associated MIMARKS survey	gestation_state	False	
human-associated MIMARKS survey	maternal_health_stat	False	
human-associated MIMARKS survey	foetal_health_stat	False	
human-associated MIMARKS survey	amniotic_fluid_color	False	
human-associated MIMARKS survey	kidney_disord	False	
human-associated MIMARKS survey	urogenit_tract_disor	False	
human-associated MIMARKS survey	urine_collect_meth	False	
human-associated MIMARKS survey	perturbation	False	
human-associated MIMARKS survey	samp_salinity	False	
human-associated MIMARKS survey	salinity	False	
human-associated MIMARKS survey	oxy_stat_samp	False	
human-associated MIMARKS survey	organism_count	False	
human-associated MIMARKS survey	samp_store_temp	False	
human-associated MIMARKS survey	samp_store_dur	False	
human-associated MIMARKS survey	host_symbiont	False	
human-associated MIMARKS survey	samp_store_loc	False	
human-associated MIMARKS survey	misc_param	False	
human-associated MISAG	submitted_to_insdc	True	
human-associated MISAG	investigation_type	True	
human-associated MISAG	samp_name	True	
human-associated MISAG	samp_taxon_id	True	
human-associated MISAG	project_name	True	
human-associated MISAG	experimental_factor		True
human-associated MISAG	lat_lon	True	
human-associated MISAG	geo_loc_name	True	
human-associated MISAG	collection_date	True	
human-associated MISAG	env_broad_scale	True	
human-associated MISAG	env_local_scale	True	
human-associated MISAG	env_medium	True	
human-associated MISAG	env_package		True
human-associated MISAG	ref_biomaterial	False	
human-associated MISAG	source_mat_id		True
human-associated MISAG	rel_to_oxygen	False	
human-associated MISAG	samp_collec_device		True
human-associated MISAG	samp_collec_method		True
human-associated MISAG	samp_mat_process		True
human-associated MISAG	size_frac	False	
human-associated MISAG	samp_size		True
human-associated MISAG	samp_vol_we_dna_ext	False	
human-associated MISAG	nucl_acid_ext		True
human-associated MISAG	nucl_acid_amp		True
human-associated MISAG	lib_size		True
human-associated MISAG	lib_reads_seqd		True
human-associated MISAG	lib_layout		True
human-associated MISAG	lib_vector		True
human-associated MISAG	lib_screen		True
human-associated MISAG	mid		True
human-associated MISAG	adapters		True
human-associated MISAG	seq_meth	True	
human-associated MISAG	tax_ident	True	
human-associated MISAG	assembly_qual	True	
human-associated MISAG	assembly_name		True
human-associated MISAG	assembly_software	True	
human-associated MISAG	annot	False	
human-associated MISAG	number_contig	False	
human-associated MISAG	feat_pred	False	
human-associated MISAG	ref_db	False	
human-associated MISAG	sim_search_meth	False	
human-associated MISAG	tax_class	False	
human-associated MISAG	x_16s_recover	False	
human-associated MISAG	trnas	False	
human-associated MISAG	trna_ext_software	False	
human-associated MISAG	compl_score	True	
human-associated MISAG	compl_software	True	
human-associated MISAG	compl_appr	False	
human-associated MISAG	contam_score	True	
human-associated MISAG	contam_screen_input	False	
human-associated MISAG	contam_screen_param	False	
human-associated MISAG	decontam_software	False	
human-associated MISAG	sort_tech	True	
human-associated MISAG	single_cell_lysis_appr	True	
human-associated MISAG	single_cell_lysis_prot	False	
human-associated MISAG	wga_amp_appr	True	
human-associated MISAG	wga_amp_kit	False	
human-associated MISAG	associated resource		True
human-associated MISAG	sop		True
human-associated MISAG	depth		
human-associated MISAG	alt		
human-associated MISAG	elev		
human-associated MISAG	temp	False	
human-associated MISAG	host_subject_id	False	
human-associated MISAG	host_age	False	
human-associated MISAG	host_sex	False	
